age	data
18	oral
21	oral
21	oral
20	oral
20	oral
22	oral
21	oral
22	oral
23	oral
21	oral
20	oral
21	oral
23	oral
22	oral
21	oral
21	oral
20	oral
21	oral
32	oral
21	oral
22	oral
20	oral
20	oral
20	oral
20	oral
20	oral
22	oral
21	oral
22	oral
21	oral
20	oral
22	oral
21	oral
21	oral
21	oral
23	oral
23	oral
32	oral
22	oral
21	oral
36	oral
22	oral
20	oral
21	oral
41	oral
23	oral
23	oral
36	oral
22	oral
41	oral
21	oral
20	oral
21	oral
20	oral
20	oral
22	oral
21	oral
41	oral
22	oral
21	oral
23	oral
22	oral
21	oral
20	oral
29	oral
20	oral
21	oral
22	oral
20	oral
23	oral
22	oral
21	oral
21	oral
23	oral
20	oral
20	oral
32	oral
21	oral
20	oral
21	oral
36	oral
21	oral
22	oral
23	oral
20	oral
21	oral
21	oral
20	oral
21	oral
22	oral
22	oral
21	oral
22	oral
23	oral
36	oral
22	oral
22	oral
22	oral
20	oral
21	oral
41	oral
20	oral
20	oral
21	oral
20	oral
22	oral
20	oral
20	oral
23	oral
21	oral
21	oral
21	oral
21	oral
22	oral
26	oral
21	oral
22	oral
21	oral
21	oral
20	oral
32	oral
20	oral
20	oral
29	oral
21	oral
21	oral
20	oral
20	oral
20	oral
21	oral
20	oral
36	oral
20	oral
20	oral
21	oral
22	oral
20	oral
22	oral
21	oral
21	oral
23	oral
21	oral
23	oral
22	oral
20	oral
41	oral
23	oral
22	oral
20	oral
21	oral
23	oral
29	oral
22	oral
20	oral
21	oral
23	oral
22	oral
21	oral
21	oral
20	oral
21	oral
22	oral
20	oral
21	oral
22	oral
36	oral
20	oral
20	oral
36	oral
20	oral
22	oral
23	oral
22	oral
21	oral
21	oral
32	oral
32	oral
21	oral
20	oral
21	oral
21	oral
20	oral
20	oral
22	oral
20	oral
23	oral
21	oral
22	oral
20	oral
21	oral
21	oral
21	oral
21	oral
22	oral
21	oral
20	oral
22	oral
23	oral
21	oral
20	oral
21	oral
21	oral
22	oral
21	oral
21	oral
29	oral
20	oral
21	oral
22	oral
32	oral
21	oral
20	oral
20	oral
21	oral
20	oral
22	oral
21	oral
20	oral
20	oral
20	oral
22	oral
21	oral
21	oral
22	oral
41	oral
20	oral
21	oral
21	oral
22	oral
20	oral
22	oral
21	oral
20	oral
21	oral
21	oral
29	oral
21	oral
22	oral
32	oral
21	oral
20	oral
20	oral
20	oral
20	oral
21	oral
22	oral
20	oral
22	oral
23	oral
20	oral
29	oral
41	oral
36	oral
20	oral
22	oral
23	oral
22	oral
21	oral
20	oral
41	oral
22	oral
21	oral
22	oral
22	oral
32	oral
20	oral
23	oral
20	oral
21	oral
20	oral
22	oral
20	oral
23	oral
20	oral
23	oral
21	oral
36	oral
20	oral
20	oral
20	oral
20	oral
23	oral
22	oral
23	oral
20	oral
21	oral
29	oral
22	oral
21	oral
20	oral
21	oral
22	oral
21	oral
21	oral
20	oral
51	oral
33	oral
32	oral
28	oral
22	oral
22	oral
21	oral
21	oral
21	oral
20	oral
30	oral
30	oral
21	oral
30	oral
28	oral
20	oral
22	oral
21	oral
19	oral
21	oral
20	oral
20	oral
21	oral
21	oral
21	oral
21	oral
21	oral
23	oral
21	oral
32	oral
22	oral
20	oral
22	oral
37	oral
30	oral
22	oral
20	oral
22	oral
21	oral
22	oral
20	oral
22	oral
19	oral
20	oral
21	oral
20	oral
20	oral
22	oral
21	oral
21	oral
22	oral
21	oral
20	oral
21	oral
20	oral
24	oral
21	oral
22	oral
20	oral
21	oral
20	oral
20	oral
25	oral
20	oral
24	oral
20	oral
20	oral
20	oral
20	oral
21	oral
22	oral
21	oral
25	oral
27	oral
23	oral
22	oral
21	oral
23	oral
25	oral
20	oral
23	oral
23	oral
27	oral
25	oral
22	oral
20	oral
22	oral
23	oral
20	oral
23	oral
25	oral
23	oral
25	oral
23	oral
27	oral
21	oral
21	oral
23	oral
23	oral
22	oral
20	oral
27	oral
20	oral
20	oral
22	oral
27	oral
21	oral
23	oral
22	oral
30	oral
21	oral
20	oral
21	oral
21	oral
21	oral
22	oral
33	oral
24	oral
21	oral
20	oral
21	oral
55	oral
21	oral
21	oral
22	oral
22	oral
51	oral
33	oral
51	oral
20	oral
20	oral
28	oral
20	oral
20	oral
30	oral
22	oral
21	oral
21	oral
26	oral
22	oral
22	oral
22	oral
30	oral
21	oral
24	oral
24	oral
37	oral
21	oral
19	oral
26	oral
24	oral
25	oral
24	oral
33	oral
20	oral
21	oral
33	oral
33	oral
20	oral
20	oral
30	oral
30	oral
33	oral
33	oral
33	oral
20	oral
24	oral
25	oral
21	oral
33	oral
32	oral
26	oral
30	oral
28	oral
25	oral
24	oral
24	oral
55	oral
21	oral
24	oral
20	oral
21	oral
21	oral
55	oral
24	oral
24	oral
28	oral
21	oral
20	oral
25	oral
32	oral
24	oral
25	oral
24	oral
22	oral
24	oral
33	oral
51	oral
24	oral
21	oral
19	oral
21	oral
22	oral
22	oral
22	oral
28	oral
51	oral
24	oral
30	oral
19	oral
25	oral
21	oral
26	oral
25	oral
24	oral
37	oral
24	oral
33	oral
20	oral
22	oral
20	oral
21	oral
21	oral
20	oral
26	oral
21	oral
26	oral
22	oral
25	oral
21	oral
22	oral
22	oral
20	oral
20	oral
21	oral
22	oral
20	oral
22	oral
20	oral
22	oral
22	oral
20	oral
30	oral
37	oral
22	oral
28	oral
22	oral
32	oral
21	oral
21	oral
21	oral
55	oral
19	oral
26	oral
21	oral
23	oral
22	oral
25	oral
22	oral
20	oral
20	oral
18	oral
23	oral
23	oral
21	oral
19	oral
20	oral
20	oral
22	oral
23	oral
22	oral
21	oral
22	oral
27	oral
20	oral
20	oral
22	oral
23	oral
20	oral
20	oral
20	oral
22	oral
23	oral
22	oral
20	oral
21	oral
22	oral
23	oral
27	oral
27	oral
23	oral
25	oral
27	oral
20	oral
23	oral
23	oral
23	oral
23	oral
27	oral
22	oral
22	oral
21	oral
22	oral
25	oral
21	oral
23	oral
20	oral
41	oral
41	oral
21	oral
22	oral
20	oral
22	oral
20	oral
20	oral
20	oral
20	oral
36	oral
29	oral
20	oral
27	oral
25	oral
34	oral
27	oral
25	oral
34	oral
34	oral
27	oral
27	oral
25	oral
34	oral
27	oral
35	oral
27	oral
27	oral
35	oral
25	oral
25	oral
34	oral
35	oral
27	oral
34	oral
25	oral
35	oral
35	oral
29	oral
31	oral
28	oral
22	oral
28	oral
22	oral
22	oral
22	oral
22	oral
23	oral
34	oral
34	oral
32	oral
32	oral
23	oral
23	oral
32	oral
32	oral
32	oral
34	oral
34	oral
32	oral
34	oral
22	oral
22	oral
34	oral
23	oral
22	oral
22	oral
23	oral
34	oral
22	oral
23	oral
23	oral
22	oral
23	oral
23	oral
26	oral
21	oral
21	oral
26	oral
26	oral
24	oral
23	oral
23	oral
23	oral
24	oral
23	oral
23	oral
23	oral
31	oral
31	oral
31	oral
31	oral
31	oral
31	oral
31	oral
31	oral
31	oral
21	oral
19	oral
26	oral
23	oral
39	oral
24	oral
29	oral
30	oral
22	oral
25	oral
28	oral
34	oral
21	oral
24	oral
20	oral
36	oral
31	oral
25	oral
32	oral
20	oral
18	oral
24	oral
22	oral
20	oral
25	oral
27	oral
31	oral
24	oral
21	oral
26	oral
22	oral
28	oral
26	oral
21	oral
19	oral
23	oral
26	oral
18	oral
18	oral
20	oral
20	oral
23	oral
39	oral
24	oral
19	oral
30	oral
22	oral
25	oral
21	oral
22	oral
28	oral
34	oral
21	oral
24	oral
18	oral
20	oral
20	oral
20	oral
36	oral
31	oral
25	oral
32	oral
20	oral
24	oral
22	oral
20	oral
25	oral
27	oral
25	oral
31	oral
24	oral
21	oral
22	oral
28	oral
26	oral
21	oral
19	oral
23	oral
36	oral
26	oral
18	oral
18	oral
22	oral
20	oral
20	oral
25	oral
23	oral
22	oral
20	oral
39	oral
29	oral
19	oral
28	oral
30	oral
22	oral
25	oral
21	oral
22	oral
28	oral
34	oral
21	oral
24	oral
18	oral
20	oral
20	oral
36	oral
31	oral
32	oral
25	oral
32	oral
20	oral
18	oral
24	oral
22	oral
20	oral
25	oral
25	oral
27	oral
25	oral
31	oral
24	oral
21	oral
26	oral
22	oral
28	oral
26	oral
21	oral
19	oral
23	oral
36	oral
26	oral
18	oral
18	oral
20	oral
20	oral
23	oral
22	oral
20	oral
39	oral
24	oral
29	oral
19	oral
28	oral
30	oral
25	oral
21	oral
22	oral
28	oral
34	oral
21	oral
24	oral
18	oral
20	oral
20	oral
36	oral
31	oral
32	oral
25	oral
32	oral
20	oral
18	oral
24	oral
22	oral
25	oral
25	oral
25	oral
31	oral
24	oral
21	oral
26	oral
22	oral
28	oral
26	oral
21	oral
19	oral
23	oral
18	oral
25	oral
22	oral
20	oral
39	oral
24	oral
29	oral
19	oral
28	oral
30	oral
22	oral
25	oral
21	oral
22	oral
28	oral
34	oral
21	oral
24	oral
18	oral
20	oral
36	oral
31	oral
32	oral
25	oral
20	oral
18	oral
24	oral
22	oral
20	oral
25	oral
27	oral
25	oral
31	oral
22	oral
19	oral
23	oral
36	oral
26	oral
18	oral
18	oral
22	oral
20	oral
20	oral
23	oral
22	oral
20	oral
39	oral
24	oral
29	oral
28	oral
30	oral
25	oral
21	oral
22	oral
28	oral
34	oral
21	oral
24	oral
18	oral
20	oral
20	oral
36	oral
31	oral
32	oral
25	oral
32	oral
20	oral
18	oral
24	oral
20	oral
25	oral
25	oral
31	oral
26	oral
26	oral
19	oral
36	oral
26	oral
18	oral
18	oral
20	oral
23	oral
22	oral
39	oral
24	oral
28	oral
30	oral
22	oral
21	oral
22	oral
34	oral
24	oral
20	oral
20	oral
36	oral
31	oral
32	oral
25	oral
20	oral
24	oral
20	oral
25	oral
25	oral
27	oral
25	oral
26	oral
22	oral
28	oral
26	oral
67	oral
67	oral
29	oral
29	oral
47	oral
47	oral
50	oral
50	oral
28	oral
48	oral
48	oral
43	oral
43	oral
60	oral
60	oral
61	oral
49	oral
57	oral
57	oral
75	oral
75	oral
58	oral
58	oral
48	oral
61	oral
61	oral
46	oral
37	oral
37	oral
54	oral
54	oral
71	oral
71	oral
73	oral
73	oral
82	oral
82	oral
42	oral
42	oral
62	oral
62	oral
54	oral
54	oral
51	oral
51	oral
58	oral
58	oral
67	oral
88	oral
88	oral
53	oral
53	oral
59	oral
59	oral
46	oral
46	oral
84	oral
84	oral
50	oral
50	oral
74	oral
74	oral
63	oral
63	oral
75	oral
36	oral
36	oral
74	oral
74	oral
52	oral
52	oral
51	oral
51	oral
50	oral
50	oral
53	oral
53	oral
57	oral
57	oral
68	oral
68	oral
63	oral
62	oral
62	oral
50	oral
50	oral
45	oral
45	oral
63	oral
63	oral
61	oral
61	oral
69	oral
69	oral
63	oral
48	oral
52	oral
52	oral
35	oral
35	oral
32	oral
32	oral
32	oral
53	oral
53	oral
34	oral
34	oral
63	oral
59	oral
59	oral
66	oral
66	oral
56	oral
56	oral
18	oral
18	oral
65	oral
65	oral
61	oral
61	oral
19	oral
19	oral
35	oral
35	oral
56	oral
56	oral
58	oral
58	oral
75	oral
75	oral
71	oral
65	oral
65	oral
65	oral
58	oral
58	oral
23	oral
23	oral
35	oral
35	oral
56	oral
56	oral
36	oral
19	oral
19	oral
64	oral
64	oral
20	oral
35	oral
35	oral
76	oral
19	oral
19	oral
87	oral
38	oral
38	oral
68	oral
68	oral
63	oral
63	oral
21	oral
21	oral
22	oral
22	oral
66	oral
66	oral
48	oral
46	oral
25	oral
22	oral
19	oral
23	oral
22	oral
19	oral
18	oral
27	oral
22	oral
22	oral
18	oral
24	oral
21	oral
25	oral
20	oral
18	oral
19	oral
22	oral
20	oral
37	oral
21	oral
21	oral
22	oral
20	oral
22	oral
20	oral
25	oral
21	oral
22	oral
22	oral
21	oral
20	oral
20	oral
21	oral
21	oral
21	oral
22	oral
22	oral
22	oral
20	oral
51	oral
21	oral
20	oral
30	oral
21	oral
22	oral
55	oral
21	oral
21	oral
32	oral
28	oral
22	oral
20	oral
22	oral
21	oral
21	oral
19	oral
20	oral
21	oral
22	oral
55	oral
30	oral
32	oral
22	oral
20	oral
22	oral
37	oral
22	oral
22	oral
21	oral
21	oral
19	oral
25	oral
21	oral
21	oral
21	oral
22	oral
21	oral
20	oral
51	oral
20	oral
21	oral
22	oral
51	oral
22	oral
21	oral
21	oral
22	oral
32	oral
22	oral
21	oral
55	oral
20	oral
21	oral
20	oral
21	oral
21	oral
55	oral
21	oral
21	oral
22	oral
21	oral
37	oral
22	oral
55	oral
55	oral
32	oral
30	oral
22	oral
20	oral
37	oral
19	oral
22	oral
37	oral
32	oral
22	oral
32	oral
20	oral
20	oral
21	oral
22	oral
51	oral
30	oral
51	oral
25	oral
51	oral
22	oral
55	oral
51	oral
22	oral
20	oral
30	oral
20	oral
20	oral
22	oral
37	oral
21	oral
21	oral
20	oral
21	oral
21	oral
55	oral
21	oral
20	oral
26	oral
21	oral
20	oral
22	oral
55	oral
20	oral
37	oral
21	oral
22	oral
21	oral
25	oral
21	oral
37	oral
32	oral
20	oral
25	oral
22	oral
37	oral
18	oral
18	oral
19	oral
18	oral
19	oral
18	oral
18	oral
19	oral
18	oral
18	oral
18	oral
18	oral
18	oral
18	oral
18	oral
19	oral
19	oral
27	oral
18	oral
27	oral
18	oral
19	oral
27	oral
19	oral
18	oral
27	oral
19	oral
27	oral
18	oral
19	oral
18	oral
18	oral
18	oral
27	oral
27	oral
18	oral
18	oral
18	oral
19	oral
27	oral
19	oral
19	oral
18	oral
18	oral
18	oral
19	oral
19	oral
19	oral
18	oral
18	oral
21	oral
21	oral
20	oral
20	oral
22	oral
21	oral
22	oral
23	oral
21	oral
20	oral
21	oral
23	oral
22	oral
21	oral
21	oral
20	oral
21	oral
32	oral
21	oral
22	oral
20	oral
20	oral
20	oral
20	oral
20	oral
22	oral
21	oral
22	oral
21	oral
20	oral
22	oral
21	oral
21	oral
21	oral
23	oral
23	oral
32	oral
22	oral
21	oral
36	oral
22	oral
20	oral
21	oral
41	oral
23	oral
23	oral
36	oral
22	oral
41	oral
21	oral
20	oral
21	oral
20	oral
20	oral
22	oral
21	oral
41	oral
22	oral
21	oral
23	oral
22	oral
21	oral
20	oral
29	oral
20	oral
21	oral
22	oral
20	oral
23	oral
22	oral
21	oral
21	oral
23	oral
20	oral
20	oral
32	oral
21	oral
20	oral
21	oral
36	oral
21	oral
22	oral
23	oral
20	oral
21	oral
21	oral
20	oral
21	oral
22	oral
22	oral
21	oral
22	oral
23	oral
36	oral
22	oral
22	oral
22	oral
20	oral
21	oral
41	oral
20	oral
20	oral
21	oral
20	oral
22	oral
20	oral
20	oral
23	oral
21	oral
21	oral
21	oral
21	oral
22	oral
26	oral
21	oral
22	oral
21	oral
21	oral
20	oral
32	oral
20	oral
20	oral
29	oral
21	oral
21	oral
20	oral
20	oral
20	oral
21	oral
20	oral
36	oral
20	oral
20	oral
21	oral
22	oral
20	oral
22	oral
21	oral
21	oral
23	oral
21	oral
23	oral
22	oral
20	oral
41	oral
23	oral
22	oral
20	oral
21	oral
23	oral
29	oral
22	oral
20	oral
21	oral
23	oral
22	oral
21	oral
21	oral
20	oral
21	oral
22	oral
20	oral
21	oral
22	oral
36	oral
20	oral
20	oral
36	oral
20	oral
22	oral
23	oral
22	oral
21	oral
21	oral
32	oral
32	oral
21	oral
20	oral
21	oral
21	oral
20	oral
20	oral
22	oral
20	oral
23	oral
21	oral
22	oral
20	oral
21	oral
21	oral
21	oral
21	oral
22	oral
21	oral
20	oral
22	oral
23	oral
21	oral
20	oral
21	oral
21	oral
22	oral
21	oral
21	oral
29	oral
20	oral
21	oral
22	oral
32	oral
21	oral
20	oral
20	oral
21	oral
20	oral
22	oral
21	oral
20	oral
20	oral
20	oral
22	oral
21	oral
21	oral
22	oral
41	oral
20	oral
21	oral
21	oral
22	oral
20	oral
22	oral
21	oral
20	oral
21	oral
21	oral
29	oral
21	oral
22	oral
32	oral
21	oral
20	oral
20	oral
20	oral
20	oral
21	oral
22	oral
20	oral
22	oral
23	oral
20	oral
29	oral
41	oral
36	oral
20	oral
22	oral
23	oral
22	oral
21	oral
20	oral
41	oral
22	oral
21	oral
22	oral
22	oral
32	oral
20	oral
23	oral
20	oral
21	oral
20	oral
22	oral
20	oral
23	oral
20	oral
23	oral
21	oral
36	oral
20	oral
20	oral
20	oral
20	oral
23	oral
22	oral
23	oral
20	oral
21	oral
29	oral
22	oral
21	oral
20	oral
21	oral
22	oral
21	oral
21	oral
20	oral
51	oral
33	oral
32	oral
28	oral
22	oral
22	oral
21	oral
21	oral
21	oral
20	oral
30	oral
30	oral
21	oral
30	oral
28	oral
20	oral
22	oral
21	oral
19	oral
21	oral
20	oral
20	oral
21	oral
21	oral
21	oral
21	oral
21	oral
23	oral
21	oral
32	oral
22	oral
20	oral
22	oral
37	oral
30	oral
22	oral
20	oral
22	oral
21	oral
22	oral
20	oral
22	oral
19	oral
20	oral
21	oral
20	oral
20	oral
22	oral
21	oral
21	oral
22	oral
21	oral
20	oral
21	oral
20	oral
24	oral
21	oral
22	oral
20	oral
21	oral
20	oral
20	oral
25	oral
20	oral
24	oral
20	oral
20	oral
20	oral
20	oral
21	oral
22	oral
21	oral
25	oral
27	oral
23	oral
22	oral
21	oral
23	oral
25	oral
20	oral
23	oral
23	oral
27	oral
25	oral
22	oral
20	oral
22	oral
23	oral
20	oral
23	oral
25	oral
23	oral
25	oral
23	oral
27	oral
21	oral
21	oral
23	oral
23	oral
22	oral
20	oral
27	oral
20	oral
20	oral
22	oral
27	oral
21	oral
23	oral
22	oral
30	oral
21	oral
20	oral
21	oral
21	oral
21	oral
22	oral
33	oral
24	oral
21	oral
20	oral
21	oral
55	oral
21	oral
21	oral
22	oral
22	oral
51	oral
33	oral
51	oral
20	oral
20	oral
28	oral
20	oral
20	oral
30	oral
22	oral
21	oral
21	oral
26	oral
22	oral
22	oral
22	oral
30	oral
21	oral
24	oral
24	oral
37	oral
21	oral
19	oral
26	oral
24	oral
25	oral
24	oral
33	oral
20	oral
21	oral
33	oral
33	oral
20	oral
20	oral
30	oral
30	oral
33	oral
33	oral
33	oral
20	oral
24	oral
25	oral
21	oral
33	oral
32	oral
26	oral
30	oral
28	oral
25	oral
24	oral
24	oral
55	oral
21	oral
24	oral
20	oral
21	oral
21	oral
55	oral
24	oral
24	oral
28	oral
21	oral
20	oral
25	oral
32	oral
24	oral
25	oral
24	oral
22	oral
24	oral
33	oral
51	oral
24	oral
21	oral
19	oral
21	oral
22	oral
22	oral
22	oral
28	oral
51	oral
24	oral
30	oral
19	oral
25	oral
21	oral
26	oral
25	oral
24	oral
37	oral
24	oral
33	oral
20	oral
22	oral
20	oral
21	oral
21	oral
20	oral
26	oral
21	oral
26	oral
22	oral
25	oral
21	oral
22	oral
22	oral
20	oral
20	oral
21	oral
22	oral
20	oral
22	oral
20	oral
22	oral
22	oral
20	oral
30	oral
37	oral
22	oral
28	oral
22	oral
32	oral
21	oral
21	oral
21	oral
55	oral
19	oral
26	oral
21	oral
23	oral
22	oral
25	oral
22	oral
20	oral
20	oral
18	oral
23	oral
23	oral
21	oral
19	oral
20	oral
20	oral
22	oral
23	oral
22	oral
21	oral
22	oral
27	oral
20	oral
20	oral
22	oral
23	oral
20	oral
20	oral
20	oral
22	oral
23	oral
22	oral
20	oral
21	oral
22	oral
23	oral
27	oral
27	oral
23	oral
25	oral
27	oral
20	oral
23	oral
23	oral
23	oral
23	oral
27	oral
22	oral
22	oral
21	oral
22	oral
25	oral
21	oral
23	oral
20	oral
41	oral
41	oral
21	oral
22	oral
20	oral
22	oral
20	oral
20	oral
20	oral
20	oral
36	oral
29	oral
20	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
26	oral
33.14	oral
33.15	oral
33.15	oral
33.15	oral
33.15	oral
33.16	oral
33.16	oral
33.16	oral
33.16	oral
33.17	oral
33.17	oral
33.17	oral
33.18	oral
33.18	oral
33.18	oral
33.18	oral
33.19	oral
33.19	oral
33.19	oral
33.2	oral
33.2	oral
33.2	oral
33.2	oral
33.21	oral
33.21	oral
33.21	oral
33.21	oral
33.22	oral
33.22	oral
33.25	oral
33.25	oral
33.26	oral
33.26	oral
33.26	oral
33.26	oral
33.27	oral
33.27	oral
33.27	oral
33.27	oral
33.28	oral
33.28	oral
33.29	oral
33.29	oral
33.29	oral
33.29	oral
33.3	oral
33.3	oral
33.3	oral
33.3	oral
33.33	oral
33.33	oral
33.36	oral
33.36	oral
33.36	oral
33.37	oral
33.38	oral
33.39	oral
33.39	oral
33.4	oral
33.4	oral
33.4	oral
33.41	oral
33.41	oral
33.41	oral
33.41	oral
33.42	oral
33.42	oral
33.44	oral
33.44	oral
33.45	oral
33.45	oral
33.45	oral
33.46	oral
33.46	oral
33.46	oral
33.46	oral
33.47	oral
33.47	oral
33.47	oral
33.48	oral
33.48	oral
33.48	oral
33.48	oral
33.49	oral
33.49	oral
33.49	oral
33.49	oral
33.5	oral
33.5	oral
33.5	oral
33.51	oral
33.51	oral
33.51	oral
33.51	oral
33.52	oral
33.52	oral
33.52	oral
33.52	oral
33.53	oral
33.53	oral
33.53	oral
33.54	oral
33.54	oral
33.54	oral
33.54	oral
33.55	oral
33.55	oral
33.55	oral
33.55	oral
33.56	oral
33.57	oral
33.57	oral
33.57	oral
33.57	oral
33.58	oral
33.59	oral
33.6	oral
33.6	oral
33.61	oral
33.61	oral
33.61	oral
33.61	oral
33.62	oral
33.62	oral
33.62	oral
33.63	oral
33.63	oral
33.63	oral
33.63	oral
33.64	oral
33.64	oral
33.64	oral
31.94	oral
31.94	oral
31.94	oral
31.94	oral
31.95	oral
31.95	oral
31.95	oral
31.95	oral
31.96	oral
31.96	oral
31.96	oral
31.97	oral
31.97	oral
31.97	oral
31.97	oral
31.98	oral
31.98	oral
31.98	oral
31.98	oral
31.99	oral
31.99	oral
31.99	oral
32	oral
32	oral
32	oral
32	oral
32.01	oral
32.01	oral
32.01	oral
32.01	oral
32.02	oral
32.02	oral
32.02	oral
32.05	oral
32.05	oral
32.05	oral
32.06	oral
32.06	oral
32.06	oral
32.06	oral
32.07	oral
32.07	oral
32.07	oral
32.07	oral
32.08	oral
32.08	oral
32.09	oral
32.09	oral
32.09	oral
32.1	oral
32.1	oral
32.1	oral
32.1	oral
32.11	oral
33.13	oral
33.14	oral
33.14	oral
32.12	oral
32.15	oral
32.43	oral
32.44	oral
32.44	oral
32.44	oral
32.44	oral
32.45	oral
32.45	oral
32.45	oral
32.46	oral
32.16	oral
32.46	oral
32.46	oral
32.47	oral
32.47	oral
32.47	oral
32.48	oral
32.48	oral
32.48	oral
32.48	oral
32.49	oral
32.49	oral
32.49	oral
32.49	oral
32.5	oral
32.5	oral
32.51	oral
32.51	oral
32.51	oral
32.51	oral
32.52	oral
32.16	oral
32.52	oral
32.52	oral
32.53	oral
32.53	oral
32.53	oral
32.54	oral
32.54	oral
32.54	oral
32.54	oral
32.55	oral
32.17	oral
32.55	oral
32.55	oral
32.56	oral
32.56	oral
32.56	oral
32.57	oral
32.57	oral
32.58	oral
32.58	oral
32.58	oral
32.17	oral
32.58	oral
32.59	oral
32.59	oral
32.59	oral
32.6	oral
32.6	oral
32.6	oral
32.61	oral
32.61	oral
32.61	oral
32.17	oral
32.61	oral
32.62	oral
32.62	oral
32.62	oral
32.63	oral
32.63	oral
32.63	oral
32.63	oral
32.64	oral
32.64	oral
32.18	oral
32.64	oral
32.64	oral
32.65	oral
32.65	oral
32.65	oral
32.66	oral
32.66	oral
32.66	oral
32.66	oral
32.67	oral
32.18	oral
32.67	oral
32.67	oral
32.67	oral
32.68	oral
32.68	oral
32.68	oral
32.69	oral
32.69	oral
32.69	oral
32.7	oral
32.18	oral
32.7	oral
32.7	oral
32.71	oral
32.71	oral
32.71	oral
32.71	oral
32.72	oral
32.72	oral
32.72	oral
32.12	oral
32.18	oral
32.72	oral
32.73	oral
32.73	oral
32.74	oral
32.74	oral
32.74	oral
32.74	oral
32.75	oral
32.75	oral
32.75	oral
32.19	oral
32.75	oral
32.76	oral
32.76	oral
32.76	oral
32.77	oral
32.77	oral
32.77	oral
32.77	oral
32.78	oral
32.78	oral
32.19	oral
32.78	oral
32.79	oral
32.79	oral
32.8	oral
32.8	oral
32.8	oral
32.8	oral
32.81	oral
32.81	oral
32.81	oral
32.19	oral
32.81	oral
32.82	oral
32.82	oral
32.82	oral
32.83	oral
32.83	oral
32.83	oral
32.83	oral
32.84	oral
32.2	oral
32.84	oral
32.84	oral
32.85	oral
32.85	oral
32.85	oral
32.86	oral
32.86	oral
32.86	oral
32.86	oral
32.87	oral
32.2	oral
32.87	oral
32.87	oral
32.88	oral
32.88	oral
32.88	oral
32.89	oral
32.89	oral
32.89	oral
32.89	oral
32.9	oral
32.2	oral
32.9	oral
32.9	oral
32.9	oral
32.91	oral
32.91	oral
32.91	oral
32.92	oral
32.92	oral
32.92	oral
32.92	oral
32.2	oral
32.93	oral
32.93	oral
32.94	oral
32.94	oral
32.94	oral
32.94	oral
32.95	oral
32.95	oral
32.95	oral
