age	data
62	gut
71	gut
28	gut
75	gut
28	gut
33	gut
41	gut
62	gut
48	gut
62	gut
46	gut
47	gut
42	gut
35	gut
28	gut
41	gut
52	gut
31	gut
31	gut
64	gut
58	gut
54	gut
62	gut
66	gut
40	gut
67	gut
49	gut
37	gut
60	gut
61	gut
45	gut
51	gut
67	gut
24	gut
63	gut
27	gut
23	gut
47	gut
52	gut
24	gut
58	gut
38	gut
42	gut
30	gut
44	gut
70	gut
30	gut
42	gut
33	gut
37	gut
26	gut
37	gut
49	gut
45	gut
42	gut
62	gut
53	gut
30	gut
70	gut
68	gut
29	gut
56	gut
42	gut
62	gut
30	gut
30	gut
29	gut
32	gut
31	gut
44	gut
49	gut
51	gut
30	gut
26	gut
37	gut
54	gut
43	gut
38	gut
51	gut
47	gut
53	gut
61	gut
35	gut
73	gut
56	gut
51	gut
43	gut
54	gut
58	gut
49	gut
47	gut
52	gut
44	gut
43	gut
53	gut
50	gut
23	gut
37	gut
56	gut
62	gut
74	gut
74	gut
30	gut
51	gut
32	gut
61	gut
40	gut
40	gut
41	gut
66	gut
22	gut
58	gut
41	gut
37	gut
64	gut
51	gut
74	gut
27	gut
44	gut
44	gut
59	gut
62	gut
31	gut
55	gut
31	gut
23	gut
38	gut
82	gut
31	gut
58	gut
49	gut
85	gut
50	gut
47	gut
59	gut
48	gut
50	gut
47	gut
53	gut
51	gut
51	gut
52	gut
49	gut
26	gut
62	gut
74	gut
51	gut
67	gut
70	gut
71	gut
30	gut
48	gut
62	gut
45	gut
24	gut
52	gut
54	gut
55	gut
62	gut
53	gut
48	gut
59	gut
35	gut
60	gut
45	gut
31	gut
34	gut
45	gut
32	gut
35	gut
65	gut
30	gut
45	gut
34	gut
34	gut
35	gut
33	gut
51	gut
45	gut
73	gut
46	gut
61	gut
53	gut
29	gut
68	gut
52	gut
64	gut
67	gut
56	gut
30	gut
55	gut
64	gut
44	gut
76	gut
52	gut
41	gut
46	gut
38	gut
66	gut
47	gut
52	gut
37	gut
59	gut
53	gut
47	gut
62	gut
26	gut
44	gut
50	gut
45	gut
44	gut
46	gut
52	gut
47	gut
72	gut
56	gut
53	gut
46	gut
66	gut
22	gut
23	gut
25	gut
60	gut
32	gut
61	gut
49	gut
37	gut
30	gut
80	gut
66	gut
61	gut
62	gut
53	gut
53	gut
57	gut
60	gut
47	gut
47	gut
82	gut
47	gut
48	gut
50	gut
62	gut
52	gut
48	gut
28	gut
62	gut
61	gut
26	gut
24	gut
54	gut
51	gut
55	gut
56	gut
26	gut
48	gut
23	gut
58	gut
72	gut
46	gut
48	gut
64	gut
33	gut
48	gut
38	gut
82	gut
62	gut
48	gut
72	gut
49	gut
63	gut
45	gut
64	gut
63	gut
38	gut
67	gut
59	gut
48	gut
56	gut
55	gut
53	gut
63	gut
51	gut
28	gut
50	gut
68	gut
68	gut
39	gut
42	gut
51	gut
36	gut
35	gut
50	gut
59	gut
69	gut
79	gut
30	gut
65	gut
30	gut
52	gut
33	gut
44	gut
43	gut
58	gut
47	gut
51	gut
52	gut
52	gut
76	gut
63	gut
55	gut
59	gut
54	gut
28	gut
37	gut
57	gut
84	gut
65	gut
20	gut
60	gut
66	gut
25	gut
29	gut
53	gut
53	gut
38	gut
24	gut
41	gut
48	gut
51	gut
33	gut
77	gut
49	gut
21	gut
49	gut
81	gut
28	gut
32	gut
60	gut
44	gut
69	gut
22	gut
78	gut
20	gut
77	gut
67	gut
63	gut
41	gut
41	gut
24	gut
33	gut
56	gut
32	gut
25	gut
28	gut
30	gut
29	gut
53	gut
32	gut
63	gut
45	gut
44	gut
64	gut
45	gut
36	gut
34	gut
65	gut
34	gut
37	gut
65	gut
31	gut
37	gut
37	gut
59	gut
27	gut
68	gut
78	gut
56	gut
55	gut
44	gut
50	gut
46	gut
27	gut
48	gut
43	gut
27	gut
31	gut
48	gut
27	gut
28	gut
38	gut
32	gut
35	gut
78	gut
45	gut
64	gut
32	gut
40	gut
44	gut
57	gut
28	gut
44	gut
61	gut
36	gut
36	gut
34	gut
26	gut
23	gut
35	gut
66	gut
78	gut
31	gut
40	gut
31	gut
31	gut
43	gut
31	gut
27	gut
34	gut
29	gut
30	gut
53	gut
35	gut
36	gut
34	gut
50	gut
27	gut
33	gut
58	gut
35	gut
57	gut
37	gut
31	gut
27	gut
22	gut
51	gut
37	gut
35	gut
43	gut
28	gut
33	gut
42	gut
42	gut
41	gut
25	gut
38	gut
29	gut
46	gut
28	gut
21	gut
29	gut
37	gut
36	gut
30	gut
39	gut
36	gut
23	gut
31	gut
66	gut
64	gut
40	gut
29	gut
42	gut
44	gut
32	gut
55	gut
54	gut
25	gut
30	gut
23	gut
49	gut
33	gut
48	gut
65	gut
24	gut
62	gut
33	gut
64	gut
34	gut
27	gut
22	gut
40	gut
41	gut
19	gut
24	gut
18	gut
26	gut
23	gut
38	gut
42	gut
40	gut
25	gut
38	gut
32	gut
34	gut
51	gut
36	gut
32	gut
35	gut
70	gut
66	gut
40	gut
40	gut
35	gut
39	gut
33	gut
40	gut
37	gut
48	gut
52	gut
23	gut
26	gut
38	gut
43	gut
30	gut
30	gut
23	gut
22	gut
20	gut
46	gut
46	gut
30	gut
38	gut
59	gut
59	gut
61	gut
29	gut
35	gut
31	gut
32	gut
31	gut
53	gut
32	gut
29	gut
30	gut
51	gut
60	gut
32	gut
39	gut
44	gut
32	gut
23	gut
35	gut
53	gut
30	gut
25	gut
34	gut
37	gut
66	gut
51	gut
52	gut
30	gut
26	gut
53	gut
49	gut
35	gut
63	gut
23	gut
54	gut
29	gut
62	gut
63	gut
23	gut
44	gut
67	gut
28	gut
47	gut
36	gut
29	gut
57	gut
64	gut
49	gut
53	gut
19	gut
62	gut
62	gut
54	gut
82	gut
70	gut
36	gut
30	gut
59	gut
80	gut
26	gut
48	gut
60	gut
64	gut
29	gut
28	gut
62	gut
65	gut
25	gut
31	gut
63	gut
31	gut
30	gut
39	gut
49	gut
46	gut
53	gut
63	gut
39	gut
61	gut
29	gut
60	gut
28	gut
74	gut
53	gut
19	gut
63	gut
25	gut
63	gut
60	gut
61	gut
66	gut
23	gut
49	gut
72	gut
50	gut
48	gut
71	gut
65	gut
31	gut
59	gut
22	gut
63	gut
53	gut
34	gut
33	gut
31	gut
24	gut
69	gut
58	gut
24	gut
53	gut
26	gut
38	gut
49	gut
48	gut
72	gut
49	gut
62	gut
26	gut
48	gut
26	gut
56	gut
59	gut
41	gut
74	gut
83	gut
87	gut
70	gut
78	gut
71	gut
77	gut
89	gut
87	gut
47	gut
66	gut
51	gut
52	gut
57	gut
47	gut
20	gut
44	gut
39	gut
65	gut
37	gut
69	gut
40	gut
52	gut
68	gut
29	gut
51	gut
54	gut
82	gut
75	gut
65	gut
67	gut
48	gut
42	gut
23	gut
44	gut
72	gut
66	gut
60	gut
28	gut
55	gut
25	gut
75	gut
70	gut
42	gut
27	gut
69	gut
61	gut
66	gut
66	gut
60	gut
39	gut
63	gut
79	gut
40	gut
43	gut
73	gut
47	gut
30	gut
24	gut
22	gut
70	gut
35	gut
30	gut
74	gut
43	gut
66	gut
35	gut
59	gut
83	gut
60	gut
71	gut
47	gut
52	gut
30	gut
39	gut
57	gut
51	gut
59	gut
66	gut
64	gut
51	gut
70	gut
76	gut
36	gut
71	gut
77	gut
72	gut
23	gut
59	gut
53	gut
44	gut
42	gut
27	gut
22	gut
21	gut
58	gut
69	gut
39	gut
83	gut
83	gut
43	gut
58	gut
45	gut
58	gut
59	gut
70	gut
27	gut
56	gut
43	gut
66	gut
42	gut
35	gut
30	gut
53	gut
54	gut
55	gut
53	gut
60	gut
64	gut
47	gut
75	gut
21	gut
52	gut
75	gut
73	gut
21	gut
61	gut
44	gut
32	gut
54	gut
55	gut
61	gut
30	gut
23	gut
47	gut
23	gut
37	gut
25	gut
72	gut
50	gut
59	gut
56	gut
30	gut
46	gut
73	gut
37	gut
33	gut
24	gut
47	gut
27	gut
70	gut
59	gut
64	gut
50	gut
81	gut
71	gut
38	gut
66	gut
28	gut
50	gut
65	gut
32	gut
43	gut
41	gut
24	gut
34	gut
64	gut
63	gut
53	gut
50	gut
34	gut
40	gut
65	gut
77	gut
36	gut
38	gut
65	gut
41	gut
42	gut
37	gut
44	gut
46	gut
79	gut
56	gut
35	gut
58	gut
35	gut
47	gut
45	gut
45	gut
66	gut
48	gut
44	gut
69	gut
59	gut
32	gut
54	gut
64	gut
62	gut
60	gut
32	gut
63	gut
49	gut
59	gut
30	gut
40	gut
48	gut
28	gut
50	gut
53	gut
47	gut
62	gut
72	gut
22	gut
62	gut
54	gut
37	gut
57	gut
51	gut
60	gut
54	gut
47	gut
60	gut
30	gut
54	gut
59	gut
61	gut
61	gut
52	gut
62	gut
72	gut
24	gut
72	gut
51	gut
57	gut
57	gut
72	gut
74	gut
74	gut
44	gut
72	gut
75	gut
80	gut
80	gut
83	gut
39	gut
55	gut
67	gut
48	gut
67	gut
79	gut
73	gut
66	gut
74	gut
47	gut
48	gut
23	gut
48	gut
47	gut
55	gut
50	gut
48	gut
58	gut
53	gut
55	gut
27	gut
53	gut
52	gut
60	gut
50	gut
48	gut
28	gut
43	gut
64	gut
74	gut
63	gut
61	gut
53	gut
40	gut
89	gut
52	gut
46	gut
67	gut
58	gut
67	gut
33	gut
43	gut
63	gut
67	gut
33	gut
60	gut
79	gut
23	gut
41	gut
57	gut
53	gut
23	gut
54	gut
59	gut
65	gut
51	gut
52	gut
52	gut
60	gut
46	gut
64	gut
32	gut
27	gut
24	gut
34	gut
36	gut
38	gut
68	gut
69	gut
52	gut
58	gut
34	gut
21	gut
43	gut
18	gut
53	gut
47	gut
38	gut
68	gut
21	gut
51	gut
38	gut
33	gut
40	gut
49	gut
78	gut
78	gut
82	gut
72	gut
60	gut
48	gut
28	gut
57	gut
78	gut
51	gut
47	gut
51	gut
53	gut
54	gut
61	gut
58	gut
37	gut
43	gut
36	gut
31	gut
59	gut
45	gut
29	gut
28	gut
37	gut
31	gut
44	gut
22	gut
45	gut
44	gut
49	gut
23	gut
39	gut
51	gut
34	gut
28	gut
24	gut
36	gut
35	gut
69	gut
55	gut
28	gut
39	gut
42	gut
63	gut
34	gut
49	gut
56	gut
40	gut
46	gut
57	gut
48	gut
69	gut
67	gut
32	gut
52	gut
64	gut
45	gut
79	gut
75	gut
49	gut
50	gut
71	gut
25	gut
28	gut
58	gut
64	gut
64	gut
76	gut
82	gut
24	gut
54	gut
51	gut
71	gut
20	gut
66	gut
34	gut
28	gut
73	gut
29	gut
53	gut
49	gut
61	gut
67	gut
61	gut
29	gut
46	gut
64	gut
56	gut
58	gut
48	gut
36	gut
52	gut
75	gut
58	gut
26	gut
61	gut
39	gut
52	gut
54	gut
45	gut
64	gut
39	gut
22	gut
33	gut
25	gut
59	gut
59	gut
64	gut
61	gut
47	gut
70	gut
61	gut
25	gut
46	gut
71	gut
77	gut
29	gut
59	gut
53	gut
60	gut
43	gut
79	gut
52	gut
47	gut
71	gut
59	gut
28	gut
64	gut
59	gut
59	gut
66	gut
66	gut
51	gut
54	gut
71	gut
30	gut
46	gut
67	gut
43	gut
54	gut
63	gut
28	gut
53	gut
65	gut
63	gut
49	gut
57	gut
50	gut
30	gut
60	gut
22	gut
57	gut
69	gut
38	gut
33	gut
38	gut
54	gut
48	gut
48	gut
53	gut
47	gut
58	gut
60	gut
57	gut
48	gut
60	gut
54	gut
72	gut
44	gut
22	gut
38	gut
31	gut
62	gut
45	gut
42	gut
60	gut
58	gut
71	gut
59	gut
64	gut
37	gut
59	gut
63	gut
44	gut
27	gut
71	gut
39	gut
78	gut
49	gut
42	gut
30	gut
28	gut
36	gut
58	gut
60	gut
59	gut
49	gut
44	gut
54	gut
31	gut
64	gut
65	gut
64	gut
51	gut
67	gut
57	gut
67	gut
55	gut
50	gut
20	gut
66	gut
35	gut
23	gut
61	gut
50	gut
34	gut
64	gut
46	gut
21	gut
34	gut
27	gut
57	gut
40	gut
52	gut
51	gut
63	gut
61	gut
69	gut
79	gut
36	gut
44	gut
42	gut
32	gut
32	gut
68	gut
28	gut
34	gut
28	gut
67	gut
49	gut
61	gut
52	gut
35	gut
38	gut
48	gut
45	gut
58	gut
42	gut
34	gut
32	gut
45	gut
27	gut
55	gut
58	gut
44	gut
38	gut
89	gut
80	gut
63	gut
47	gut
25	gut
30	gut
29	gut
33	gut
67	gut
63	gut
39	gut
24	gut
85	gut
67	gut
20	gut
27	gut
58	gut
36	gut
72	gut
55	gut
32	gut
35	gut
52	gut
29	gut
26	gut
34	gut
77	gut
32	gut
54	gut
26	gut
78	gut
52	gut
24	gut
46	gut
57	gut
42	gut
71	gut
65	gut
37	gut
35	gut
38	gut
27	gut
66	gut
67	gut
76	gut
30	gut
35	gut
26	gut
72	gut
63	gut
24	gut
46	gut
70	gut
68	gut
29	gut
34	gut
31	gut
27	gut
67	gut
31	gut
25	gut
25	gut
36	gut
30	gut
57	gut
62	gut
64	gut
33	gut
24	gut
62	gut
30	gut
61	gut
30	gut
61	gut
27	gut
64	gut
28	gut
39	gut
34	gut
59	gut
34	gut
63	gut
66	gut
27	gut
27	gut
67	gut
62	gut
35	gut
35	gut
47	gut
44	gut
43	gut
35	gut
63	gut
29	gut
76	gut
81	gut
53	gut
26	gut
30	gut
27	gut
29	gut
47	gut
63	gut
22	gut
53	gut
51	gut
53	gut
55	gut
61	gut
74	gut
51	gut
60	gut
59	gut
46	gut
31	gut
74	gut
60	gut
53	gut
39	gut
78	gut
29	gut
37	gut
58	gut
59	gut
47	gut
43	gut
26	gut
67	gut
34	gut
60	gut
50	gut
59	gut
32	gut
29	gut
29	gut
30	gut
59	gut
48	gut
52	gut
32	gut
35	gut
67	gut
74	gut
72	gut
80	gut
49	gut
40	gut
74	gut
71	gut
18	gut
53	gut
27	gut
78	gut
30	gut
25	gut
64	gut
44	gut
37	gut
44	gut
81	gut
67	gut
76	gut
35	gut
55	gut
54	gut
43	gut
46	gut
34	gut
47	gut
31	gut
81	gut
79	gut
60	gut
49	gut
72	gut
62	gut
83	gut
57	gut
50	gut
63	gut
51	gut
42	gut
58	gut
64	gut
64	gut
60	gut
39	gut
51	gut
26	gut
63	gut
61	gut
81	gut
51	gut
83	gut
52	gut
51	gut
80	gut
18	gut
25	gut
44	gut
52	gut
82	gut
80	gut
64	gut
61	gut
24	gut
54	gut
66	gut
50	gut
59	gut
29	gut
64	gut
41	gut
48	gut
46	gut
64	gut
39	gut
52	gut
54	gut
71	gut
39	gut
23	gut
60	gut
71	gut
56	gut
34	gut
31	gut
69	gut
44	gut
65	gut
74	gut
66	gut
36	gut
31	gut
67	gut
23	gut
32	gut
48	gut
48	gut
44	gut
22	gut
20	gut
62	gut
41	gut
49	gut
32	gut
23	gut
59	gut
20	gut
27	gut
53	gut
19	gut
26	gut
25	gut
61	gut
50	gut
28	gut
53	gut
54	gut
28	gut
55	gut
25	gut
52	gut
52	gut
52	gut
32	gut
29	gut
53	gut
30	gut
80	gut
59	gut
31	gut
37	gut
27	gut
27	gut
66	gut
27	gut
24	gut
46	gut
26	gut
58	gut
26	gut
25	gut
72	gut
30	gut
28	gut
26	gut
75	gut
59	gut
22	gut
57	gut
41	gut
69	gut
29	gut
23	gut
66	gut
35	gut
31	gut
32	gut
47	gut
25	gut
54	gut
79	gut
28	gut
51	gut
53	gut
36	gut
62	gut
70	gut
67	gut
42	gut
28	gut
68	gut
62	gut
81	gut
73	gut
58	gut
46	gut
54	gut
49	gut
63	gut
70	gut
42	gut
49	gut
64	gut
45	gut
70	gut
50	gut
52	gut
35	gut
35	gut
82	gut
29	gut
42	gut
78	gut
60	gut
22	gut
56	gut
53	gut
40	gut
66	gut
21	gut
27	gut
63	gut
33	gut
62	gut
28	gut
75	gut
72	gut
58	gut
61	gut
58	gut
85	gut
49	gut
61	gut
70	gut
61	gut
67	gut
47	gut
82	gut
67	gut
69	gut
50	gut
41	gut
45	gut
52	gut
57	gut
70	gut
77	gut
53	gut
42	gut
77	gut
58	gut
43	gut
26	gut
59	gut
64	gut
48	gut
51	gut
74	gut
41	gut
44	gut
63	gut
57	gut
58	gut
48	gut
67	gut
64	gut
56	gut
67	gut
64	gut
41	gut
56	gut
45	gut
65	gut
59	gut
36	gut
64	gut
66	gut
28	gut
67	gut
37	gut
40	oral
45	oral
48	oral
47	oral
45	oral
46	oral
23	oral
35	oral
36	oral
19	oral
20	oral
22	oral
19	oral
48	oral
50	oral
40	oral
29	oral
66	oral
53	oral
63	oral
30	oral
64	oral
61	oral
65	oral
53	oral
60	oral
59	oral
72	oral
52	oral
68	oral
55	oral
32	oral
47	oral
72	oral
63	oral
62	oral
63	oral
28	oral
43	oral
55	oral
60	oral
59	oral
46	oral
22	oral
50	oral
48	oral
52	oral
52	oral
60	oral
37	oral
65	oral
46	oral
24	oral
43	oral
30	oral
47	oral
61	oral
60	oral
54	oral
65	oral
69	oral
37	oral
38	oral
38	oral
63	oral
63	oral
44	oral
66	oral
44	oral
32	oral
53	oral
30	oral
38	oral
51	oral
56	oral
46	oral
58	oral
56	oral
51	oral
46	oral
57	oral
38	oral
61	oral
68	oral
75	oral
74	oral
73	oral
67	oral
35	oral
72	oral
49	oral
38	oral
50	oral
65	oral
71	oral
48	oral
48	oral
47	oral
60	oral
58	oral
54	oral
40	oral
35	oral
34	oral
54	oral
66	oral
67	oral
76	oral
58	oral
48	oral
43	oral
62	oral
53	oral
44	oral
63	oral
43	oral
34	oral
39	oral
63	oral
84	oral
61	oral
61	oral
62	oral
33	oral
34	oral
29	oral
60	oral
40	oral
53	oral
55	oral
28	oral
69	oral
54	oral
47	oral
42	oral
25	oral
53	oral
26	oral
33	oral
74	oral
65	oral
65	oral
35	oral
75	oral
47	oral
41	oral
32	oral
31	oral
35	oral
55	oral
29	oral
54	oral
62	oral
41	oral
62	oral
80	oral
73	oral
32	oral
61	oral
66	oral
67	oral
64	oral
32	oral
59	oral
65	oral
21	oral
48	oral
21	oral
28	oral
21	oral
21	oral
21	oral
22	oral
21	oral
21	oral
22	oral
21	oral
21	oral
21	oral
20	oral
22	oral
21	oral
53	oral
60	oral
60	oral
60	oral
21	oral
21	oral
21	oral
21	oral
21	oral
24	oral
40	oral
44	oral
54	oral
53	oral
73	oral
37	oral
37	oral
37	oral
37	oral
37	oral
37	oral
37	oral
37	oral
37	oral
37	oral
37	oral
37	oral
37	oral
37	oral
37	oral
46	oral
47	oral
67	oral
45	oral
22	oral
49	oral
31	oral
31	oral
24	oral
35	oral
36	oral
66	oral
63	oral
72	oral
56	oral
51	oral
66	oral
53	oral
61	oral
85	oral
53	oral
51	oral
58	oral
71	oral
54	oral
25	oral
65	oral
39	oral
66	oral
53	oral
60	oral
40	oral
41	oral
57	oral
63	oral
35	oral
60	oral
60	oral
44	oral
72	oral
74	oral
34	oral
53	oral
46	oral
48	oral
38	oral
59	oral
72	oral
63	oral
37	oral
41	oral
48	oral
68	oral
52	oral
53	oral
62	oral
71	oral
70	oral
65	oral
64	oral
66	oral
56	oral
36	oral
69	oral
45	oral
41	oral
66	oral
20	oral
21	oral
21	oral
21	oral
20	oral
20	oral
20	oral
20	oral
20	oral
21	oral
20	oral
27	oral
20	oral
21	oral
20	oral
20	oral
21	oral
20	oral
59	oral
21	oral
20	oral
19	oral
26	oral
42	oral
67	oral
58	oral
42	oral
71	oral
58	oral
60	oral
56	oral
38	oral
35	oral
52	oral
55	oral
73	oral
63	oral
69	oral
70	oral
41	oral
71	oral
28	oral
25	oral
61	oral
63	oral
25	oral
55	oral
27	oral
33	oral
46	oral
53	oral
34	oral
62	oral
61	oral
61	oral
29	oral
33	oral
35	oral
25	oral
29	oral
35	oral
42	oral
34	oral
53	oral
62	oral
64	oral
45	oral
69	oral
57	oral
63	oral
42	oral
56	oral
44	oral
60	oral
66	oral
55	oral
54	oral
22	oral
40	oral
52	oral
57	oral
70	oral
50	oral
24	oral
70	oral
45	oral
75	oral
33	oral
32	oral
34	oral
37	oral
52	oral
72	oral
53	oral
43	oral
73	oral
65	oral
36	oral
61	oral
62	oral
37	oral
50	oral
49	oral
55	oral
67	oral
46	oral
59	oral
60	oral
56	oral
61	oral
22	oral
51	oral
51	oral
45	oral
57	oral
28	oral
80	oral
85	oral
72	oral
40	oral
55	oral
35	oral
59	oral
59	oral
62	oral
69	oral
73	oral
67	oral
18	oral
40	oral
75	oral
73	oral
38	oral
35	oral
54	oral
65	oral
38	oral
41	oral
63	oral
70	oral
51	oral
59	oral
64	oral
37	oral
33	oral
60	oral
75	oral
50	oral
42	oral
52	oral
63	oral
52	oral
53	oral
69	oral
50	oral
62	oral
46	oral
57	oral
57	oral
48	oral
18	oral
66	oral
50	oral
72	oral
45	oral
39	oral
37	oral
37	oral
36	oral
27	oral
51	oral
54	oral
23	oral
42	oral
69	oral
66	oral
48	oral
63	oral
65	oral
67	oral
68	oral
40	oral
38	oral
63	oral
47	oral
29	oral
45	oral
50	oral
28	oral
38	oral
66	oral
35	oral
58	oral
67	oral
67	oral
25	oral
64	oral
53	oral
46	oral
44	oral
37	oral
20	oral
32	oral
64	oral
43	oral
69	oral
67	oral
46	oral
66	oral
41	oral
47	oral
67	oral
26	oral
25	oral
35	oral
68	oral
59	oral
56	oral
58	oral
26	oral
48	oral
51	oral
39	oral
77	oral
56	oral
39	oral
48	oral
55	oral
35	oral
64	oral
34	oral
72	oral
52	oral
39	oral
33	oral
31	oral
35	oral
46	oral
42	oral
58	oral
39	oral
58	oral
40	oral
60	oral
27	oral
54	oral
60	oral
59	oral
45	oral
54	oral
59	oral
65	oral
67	oral
47	oral
76	oral
53	oral
85	oral
26	oral
34	oral
30	oral
18	oral
44	oral
63	oral
38	oral
56	oral
37	oral
65	oral
23	oral
30	oral
59	oral
59	oral
21	oral
28	oral
27	oral
40	oral
64	oral
49	oral
36	oral
64	oral
37	oral
37	oral
37	oral
37	oral
66	oral
66	oral
23	oral
37	oral
61	oral
69	oral
74	oral
44	oral
46	oral
35	oral
47	oral
47	oral
32	oral
37	oral
36	oral
72	oral
70	oral
79	oral
34	oral
35	oral
60	oral
69	oral
83	oral
73	oral
79	oral
55	oral
63	oral
52	oral
82	oral
35	oral
60	oral
45	oral
73	oral
31	oral
29	oral
66	oral
29	oral
25	oral
29	oral
38	oral
34	oral
27	oral
31	oral
30	oral
29	oral
25	oral
36	oral
29	oral
40	oral
36	oral
30	oral
25	oral
63	oral
59	oral
82	oral
29	oral
27	oral
27	oral
29	oral
51	oral
60	oral
25	oral
61	oral
28	oral
24	oral
22	oral
26	oral
40	oral
40	oral
57	oral
23	oral
59	oral
23	oral
34	oral
27	oral
39	oral
29	oral
23	oral
29	oral
36	oral
31	oral
39	oral
34	oral
22	oral
23	oral
22	oral
33	oral
31	oral
29	oral
22	oral
22	oral
29	oral
34	oral
60	oral
62	oral
68	oral
35	oral
35	oral
23	oral
39	oral
39	oral
53	oral
31	oral
41	oral
42	oral
42	oral
42	oral
45	oral
38	oral
60	oral
55	oral
43	oral
58	oral
53	oral
53	oral
22	oral
52	oral
47	oral
62	oral
37	oral
18	oral
18	oral
18	oral
18	oral
21	oral
21	oral
19	oral
21	oral
21	oral
54	oral
39	oral
46	oral
35	oral
65	oral
67	oral
37.184	oral
37.186	oral
37.197	oral
37.2	oral
37.203	oral
37.211	oral
37.214	oral
37.216	oral
37	oral
37	oral
37	oral
37.227	oral
37.23	oral
37.233	oral
37	oral
37.238	oral
37.241	oral
37.167	oral
37.17	oral
37.173	oral
37.178	oral
37.181	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
37	oral
36	oral
37	oral
37	oral
37	oral
37	oral
37	oral
37	oral
37	oral
37	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
36	oral
37	oral
37	oral
37	oral
37	oral
37	oral
37	oral
37	oral
37	oral
37	oral
37	oral
37	oral
37	oral
37	oral
37	oral
37	oral
37	oral
37	oral
37	oral
37	oral
37	oral
37	oral
37	oral
37	oral
37	oral
37	oral
37.244	oral
37	oral
37	oral
37	oral
37	oral
37.274	oral
37.277	oral
37.285	oral
37.288	oral
37.29	oral
37	oral
37	oral
37.247	oral
37	oral
37.299	oral
37.301	oral
37.304	oral
37.307	oral
37.31	oral
37.312	oral
37.315	oral
37	oral
37.249	oral
37.252	oral
37.255	oral
37.258	oral
37.26	oral
37.263	oral
37.321	oral
37	oral
37	oral
37	oral
37.353	oral
37	oral
37.359	oral
37.362	oral
37.364	oral
37.367	oral
36	oral
37	oral
37.323	oral
36	oral
37.373	oral
36	oral
37.375	oral
37.378	oral
37.381	oral
37	oral
37.386	oral
37.389	oral
37.392	oral
37	oral
37	oral
37.326	oral
37.4	oral
37.403	oral
37.329	oral
37.332	oral
37.334	oral
37.337	oral
37.34	oral
37.342	oral
37.405	oral
37.408	oral
37.411	oral
37.414	oral
37.416	oral
37.419	oral
37.422	oral
35	oral
36	oral
36	oral
36	oral
37	oral
34	oral
24	oral
44	oral
50	oral
35	oral
32	oral
36	oral
31	oral
28	oral
41	oral
56	oral
50	oral
45	oral
45	oral
25	oral
45	oral
47	oral
18	oral
52	oral
20	oral
57	oral
63	oral
19	oral
43	oral
20	oral
40	oral
25	oral
30	oral
25	oral
23	oral
22	oral
34	oral
54	oral
20	oral
30	oral
23	oral
26	oral
35	oral
29	oral
19	oral
33	oral
28	oral
24	oral
22	oral
34	oral
21	oral
22	oral
25	oral
22	oral
19	oral
23	oral
22	oral
19	oral
18	oral
27	oral
22	oral
22	oral
18	oral
24	oral
21	oral
25	oral
20	oral
18	oral
19	oral
22	oral
20	oral
37	oral
21	oral
21	oral
22	oral
20	oral
22	oral
20	oral
25	oral
21	oral
22	oral
22	oral
21	oral
20	oral
20	oral
21	oral
21	oral
21	oral
22	oral
22	oral
22	oral
20	oral
51	oral
21	oral
20	oral
30	oral
21	oral
22	oral
55	oral
21	oral
21	oral
32	oral
28	oral
22	oral
20	oral
22	oral
21	oral
21	oral
19	oral
20	oral
21	oral
22	oral
55	oral
30	oral
32	oral
22	oral
20	oral
22	oral
37	oral
22	oral
22	oral
21	oral
21	oral
19	oral
25	oral
21	oral
21	oral
21	oral
22	oral
21	oral
20	oral
51	oral
20	oral
21	oral
22	oral
51	oral
22	oral
21	oral
21	oral
22	oral
32	oral
22	oral
21	oral
55	oral
20	oral
21	oral
20	oral
21	oral
21	oral
55	oral
21	oral
21	oral
22	oral
21	oral
37	oral
22	oral
55	oral
55	oral
32	oral
30	oral
22	oral
20	oral
37	oral
19	oral
22	oral
37	oral
32	oral
22	oral
32	oral
20	oral
20	oral
21	oral
22	oral
51	oral
30	oral
51	oral
25	oral
51	oral
22	oral
55	oral
51	oral
22	oral
20	oral
30	oral
20	oral
20	oral
22	oral
37	oral
21	oral
21	oral
20	oral
21	oral
21	oral
55	oral
21	oral
20	oral
26	oral
21	oral
20	oral
22	oral
55	oral
20	oral
37	oral
21	oral
22	oral
21	oral
25	oral
21	oral
37	oral
32	oral
20	oral
25	oral
22	oral
37	oral
18	oral
18	oral
19	oral
18	oral
19	oral
18	oral
18	oral
19	oral
18	oral
18	oral
18	oral
18	oral
18	oral
18	oral
18	oral
19	oral
19	oral
27	oral
18	oral
27	oral
18	oral
19	oral
27	oral
19	oral
18	oral
27	oral
19	oral
27	oral
18	oral
19	oral
18	oral
18	oral
18	oral
27	oral
27	oral
18	oral
18	oral
18	oral
19	oral
27	oral
19	oral
19	oral
18	oral
18	oral
18	oral
19	oral
19	oral
19	oral
18	oral
